GeneID	GO_ID	Evidence	GO_term	PubMed	Ensembl_gene_identifier
14	GO:0009986	IDA	cell surface	10329261	ENSG00000127837
19	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000165029
41	GO:0009986	IEA	cell surface	-	ENSG00000110881
43	GO:0009986	IEA	cell surface	-	ENSG00000087085
91	GO:0009986	IDA	cell surface	12665502	ENSG00000135503
92	GO:0009986	IEA	cell surface	-	ENSG00000121989
94	GO:0009986	IDA	cell surface	8242742	ENSG00000139567
100	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000196839
100	GO:0009897	IDA	external side of plasma membrane	7759315|16670267	ENSG00000196839
100	GO:0009986	IDA	cell surface	7594462|11772392	ENSG00000196839
101	GO:0009986	IDA	cell surface	17548643	ENSG00000151651
102	GO:0009986	IDA	cell surface	12475894|23035126|23091066	ENSG00000137845
117	GO:0009986	IEA	cell surface	-	ENSG00000078549
151	GO:0009986	IDA	cell surface	27901063	ENSG00000274286
177	GO:0009986	NAS	cell surface	15457210	ENSG00000204305
214	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000170017
250	GO:0009986	IDA	cell surface	15907827	ENSG00000163283
259	GO:0009986	IBA	cell surface	21873635	ENSG00000106927
265	GO:0009986	ISS	cell surface	1734713	ENSG00000125363
288	GO:0009986	ISS	cell surface	21223964	ENSG00000151150
290	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000166825
301	GO:0009986	IDA	cell surface	22056994	ENSG00000135046
301	GO:0031232	IDA	extrinsic component of external side of plasma membrane	19625660	ENSG00000135046
302	GO:0009986	IDA	cell surface	10809787|25139904	ENSG00000182718
307	GO:0009986	IDA	cell surface	22056994	ENSG00000196975
308	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000164111
335	GO:0009986	IEA	cell surface	-	ENSG00000118137
337	GO:0009986	IDA	cell surface	1935934	ENSG00000110244
350	GO:0009986	IDA	cell surface	16480936	ENSG00000091583
351	GO:0009986	IDA	cell surface	7593229|18353773	ENSG00000142192
355	GO:0009986	IDA	cell surface	22891283	ENSG00000026103
356	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000117560
361	GO:0009897	IDA	external side of plasma membrane	17645239	ENSG00000171885
374	GO:0009986	IDA	cell surface	12743035	ENSG00000109321
411	GO:0009986	ISS	cell surface	-	ENSG00000113273
417	GO:0009986	IEA	cell surface	-	ENSG00000129744
460	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000152092
506	GO:0009986	IDA	cell surface	17510399	ENSG00000110955
522	GO:0009986	IEA	cell surface	-	ENSG00000154723
558	GO:0009986	HDA	cell surface	19581412	ENSG00000167601
558	GO:0009986	IDA	cell surface	19657094	ENSG00000167601
563	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000160862
567	GO:0009986	IEA	cell surface	-	ENSG00000166710
633	GO:0009986	IDA	cell surface	2212616	ENSG00000182492
634	GO:0009986	IDA	cell surface	25363763	ENSG00000079385
634	GO:0009986	ISS	cell surface	-	ENSG00000079385
643	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000160683
650	GO:0009986	IDA	cell surface	22227436	ENSG00000125845
657	GO:0009897	IDA	external side of plasma membrane	24904118	ENSG00000107779
659	GO:0009986	IEA	cell surface	-	ENSG00000204217
684	GO:0009986	IBA	cell surface	21873635	ENSG00000130303
684	GO:0009986	IMP	cell surface	22072966	ENSG00000130303
684	GO:0009986	ISS	cell surface	-	ENSG00000130303
696	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000124557
708	GO:0009986	IBA	cell surface	21873635	ENSG00000108561
708	GO:0009986	IDA	cell surface	17881511	ENSG00000108561
718	GO:0009986	IEA	cell surface	-	ENSG00000125730
726	GO:0009986	IDA	cell surface	23055945	ENSG00000149260
728	GO:0009986	IEA	cell surface	-	ENSG00000197405
762	GO:0009986	IDA	cell surface	15563508	ENSG00000167434
762	GO:0031362	IDA	anchored component of external side of plasma membrane	17409381	ENSG00000167434
811	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000179218
811	GO:0009986	TAS	cell surface	15474971	ENSG00000179218
824	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000162909
846	GO:0009986	IEA	cell surface	-	ENSG00000036828
859	GO:0009986	IEA	cell surface	-	ENSG00000182533
909	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158477
910	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158485
910	GO:0009986	HDA	cell surface	23981064	ENSG00000158485
911	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158481
912	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158473
912	GO:0009986	IDA	cell surface	19124746	ENSG00000158473
913	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158488
914	GO:0009897	IDA	external side of plasma membrane	21460847	ENSG00000116824
914	GO:0009986	IDA	cell surface	15345303	ENSG00000116824
915	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000167286
916	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000198851
916	GO:0009897	IDA	external side of plasma membrane	11390434|17213291	ENSG00000198851
917	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000160654
920	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000010610
920	GO:0009897	IDA	external side of plasma membrane	17213291	ENSG00000010610
921	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000110448
922	GO:0009986	IDA	cell surface	25284781	ENSG00000073754
923	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000013725
925	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000153563
925	GO:0009897	IDA	external side of plasma membrane	17213291	ENSG00000153563
926	GO:0009986	IBA	cell surface	21873635	ENSG00000172116
927	GO:0009986	IBA	cell surface	21873635	ENSG00000254126
928	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000010278
929	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000170458
929	GO:0009986	IBA	cell surface	21873635	ENSG00000170458
929	GO:0031362	IDA	anchored component of external side of plasma membrane	3385210	ENSG00000170458
930	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000177455
930	GO:0009897	IDA	external side of plasma membrane	17213291|20660734	ENSG00000177455
931	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000156738
931	GO:0009986	IDA	cell surface	3925015	ENSG00000156738
933	GO:0009986	ISS	cell surface	-	ENSG00000012124
939	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000139193
940	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000178562
940	GO:0009897	IDA	external side of plasma membrane	11390434	ENSG00000178562
940	GO:0009986	IDA	cell surface	15067037	ENSG00000178562
941	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000121594
941	GO:0009986	HDA	cell surface	23981064	ENSG00000121594
941	GO:0009986	IBA	cell surface	21873635	ENSG00000121594
942	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000114013
942	GO:0009986	HDA	cell surface	23981064	ENSG00000114013
942	GO:0009986	IBA	cell surface	21873635	ENSG00000114013
945	GO:0009897	IDA	external side of plasma membrane	20660734	ENSG00000105383
947	GO:0009897	IC	external side of plasma membrane	15249540	ENSG00000174059
947	GO:0009897	IDA	external side of plasma membrane	10337918|12939361|20354148	ENSG00000174059
948	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000135218
948	GO:0009986	IDA	cell surface	10772654	ENSG00000135218
948	GO:0009986	ISS	cell surface	-	ENSG00000135218
948	GO:0009986	TAS	cell surface	29111364	ENSG00000135218
949	GO:0009986	ISS	cell surface	21481393	ENSG00000073060
952	GO:0009986	IEA	cell surface	-	ENSG00000004468
955	GO:0009986	IEA	cell surface	-	ENSG00000197586
958	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000101017
958	GO:0009986	HDA	cell surface	23981064	ENSG00000101017
959	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000102245
959	GO:0009986	IDA	cell surface	15067037	ENSG00000102245
960	GO:0009986	IDA	cell surface	16809613|17170110	ENSG00000026508
961	GO:0009986	IDA	cell surface	11509594	ENSG00000196776
961	GO:0009986	ISS	cell surface	-	ENSG00000196776
961	GO:0009986	NAS	cell surface	25795378	ENSG00000196776
963	GO:0009986	IEA	cell surface	-	ENSG00000143119
965	GO:0009986	IBA	cell surface	21873635	ENSG00000116815
965	GO:0009986	IDA	cell surface	15345303	ENSG00000116815
966	GO:0009986	IBA	cell surface	21873635	ENSG00000085063
966	GO:0009986	IDA	cell surface	15907827	ENSG00000085063
966	GO:0031362	IDA	anchored component of external side of plasma membrane	9724629	ENSG00000085063
967	GO:0009986	IDA	cell surface	15647390	ENSG00000135404
969	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000110848
972	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000019582
972	GO:0009986	IDA	cell surface	17045821|19665027|22952837	ENSG00000019582
973	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000105369
973	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000105369
974	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000007312
977	GO:0009986	IDA	cell surface	17716972	ENSG00000177697
999	GO:0009986	IBA	cell surface	21873635	ENSG00000039068
1000	GO:0009986	IBA	cell surface	21873635	ENSG00000170558
1000	GO:0009986	ISS	cell surface	-	ENSG00000170558
1001	GO:0009986	IBA	cell surface	21873635	ENSG00000062038
1002	GO:0009986	IBA	cell surface	21873635	ENSG00000179242
1003	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000179776
1003	GO:0009986	IBA	cell surface	21873635	ENSG00000179776
1003	GO:0009986	IDA	cell surface	23288152	ENSG00000179776
1004	GO:0009986	IBA	cell surface	21873635	ENSG00000113361
1005	GO:0009986	IBA	cell surface	21873635	ENSG00000081138
1006	GO:0009986	IBA	cell surface	21873635	ENSG00000150394
1007	GO:0009986	IBA	cell surface	21873635	ENSG00000113100
1008	GO:0009986	IBA	cell surface	21873635	ENSG00000040731
1009	GO:0009986	IBA	cell surface	21873635	ENSG00000140937
1010	GO:0009986	IBA	cell surface	21873635	ENSG00000154162
1012	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000140945
1012	GO:0009986	IBA	cell surface	21873635	ENSG00000140945
1013	GO:0009986	IBA	cell surface	21873635	ENSG00000129910
1015	GO:0009986	IBA	cell surface	21873635	ENSG00000079112
1016	GO:0009986	IBA	cell surface	21873635	ENSG00000145526
1048	GO:0009986	IC	cell surface	2803308	ENSG00000105388
1048	GO:0009986	IDA	cell surface	2317824	ENSG00000105388
1048	GO:0071575	IDA	integral component of external side of plasma membrane	10864933	ENSG00000105388
1056	GO:0009986	IBA	cell surface	21873635	ENSG00000170835
1080	GO:0009986	IDA	cell surface	20658517	ENSG00000001626
1088	GO:0009986	IDA	cell surface	8776764	ENSG00000124469
1134	GO:0009986	IDA	cell surface	12928480	ENSG00000138435
1137	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000101204
1141	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000160716
1182	GO:0009897	IDA	external side of plasma membrane	11274166	ENSG00000109572
1182	GO:0009986	NAS	cell surface	12471024	ENSG00000109572
1191	GO:0009986	IDA	cell surface	17567961	ENSG00000120885
1209	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000104853
1230	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000163823
1230	GO:0009897	IDA	external side of plasma membrane	10706735	ENSG00000163823
1232	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000183625
1233	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000183813
1234	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000160791
1234	GO:0009897	IDA	external side of plasma membrane	10383387|10679098|11278962|19523456	ENSG00000160791
1234	GO:0009986	IDA	cell surface	10521508	ENSG00000160791
1235	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000112486
1235	GO:0009986	IDA	cell surface	12081481	ENSG00000112486
1236	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000126353
1236	GO:0009986	IDA	cell surface	18308860	ENSG00000126353
1237	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000179934
1238	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000144648
1244	GO:0009986	HDA	cell surface	19581412	ENSG00000023839
1244	GO:0009986	IDA	cell surface	17825285	ENSG00000023839
1271	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000122756
1368	GO:0009986	HDA	cell surface	19581412	ENSG00000135678
1378	GO:0009986	IDA	cell surface	2972794|6978375	ENSG00000203710
1410	GO:0009986	IEA	cell surface	-	ENSG00000109846
1436	GO:0009986	ISS	cell surface	8922060	ENSG00000182578
1438	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000198223
1441	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000119535
1464	GO:0009986	HDA	cell surface	19581412	ENSG00000173546
1464	GO:0009986	TAS	cell surface	10587647	ENSG00000173546
1493	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000163599
1493	GO:0009897	IDA	external side of plasma membrane	18641304	ENSG00000163599
1511	GO:0009986	IEA	cell surface	-	ENSG00000100448
1515	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000136943
1522	GO:0009986	IEA	cell surface	-	ENSG00000101160
1524	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000168329
1524	GO:0009986	IDA	cell surface	28791023	ENSG00000168329
1524	GO:0009986	ISS	cell surface	10415068	ENSG00000168329
1524	GO:0009986	TAS	cell surface	24352739	ENSG00000168329
1604	GO:0009986	IDA	cell surface	15907827	ENSG00000196352
1605	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000173402
1636	GO:0009897	IDA	external side of plasma membrane	9449382	ENSG00000159640
1755	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000187908
1756	GO:0009986	IDA	cell surface	10867799	ENSG00000198947
1803	GO:0009986	IDA	cell surface	7594462|8101391|10900005|11772392	ENSG00000197635
1829	GO:0009986	HDA	cell surface	19581412	ENSG00000046604
1839	GO:0009986	IDA	cell surface	12743035	ENSG00000113070
1839	GO:0009986	NAS	cell surface	15289334	ENSG00000113070
1889	GO:0009897	IDA	external side of plasma membrane	9449382|9710124	ENSG00000117298
1901	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000170989
1902	GO:0009986	IDA	cell surface	19306925	ENSG00000198121
1946	GO:0031362	IDA	anchored component of external side of plasma membrane	11870224	ENSG00000184349
1956	GO:0009986	IDA	cell surface	25666625	ENSG00000146648
1969	GO:0009986	HDA	cell surface	19581412	ENSG00000142627
1969	GO:0009986	IDA	cell surface	25063885	ENSG00000142627
1991	GO:0009986	IDA	cell surface	12114510	ENSG00000197561
2013	GO:0009986	ISS	cell surface	-	ENSG00000213853
2015	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000174837
2022	GO:0009897	IDA	external side of plasma membrane	1537377	ENSG00000106991
2023	GO:0009986	IDA	cell surface	12666133|19433310	ENSG00000074800
2028	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000138792
2043	GO:0009986	IEA	cell surface	-	ENSG00000116106
2044	GO:0009897	IDA	external side of plasma membrane	10064801	ENSG00000145242
2056	GO:0009986	IDA	cell surface	14569084	ENSG00000130427
2147	GO:0009897	IDA	external side of plasma membrane	20421939	ENSG00000180210
2149	GO:0009986	IDA	cell surface	24732013	ENSG00000181104
2152	GO:0009986	HDA	cell surface	19581412	ENSG00000117525
2152	GO:0009986	IDA	cell surface	17898544	ENSG00000117525
2152	GO:0031233	IC	intrinsic component of external side of plasma membrane	17469850	ENSG00000117525
2159	GO:0031233	IC	intrinsic component of external side of plasma membrane	17469850	ENSG00000126218
2191	GO:0009986	ISS	cell surface	-	ENSG00000078098
2205	GO:0009986	IDA	cell surface	1535625	ENSG00000179639
2206	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000149534
2207	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000158869
2207	GO:0009986	IDA	cell surface	1535625	ENSG00000158869
2208	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000104921
2213	GO:0009897	ISS	external side of plasma membrane	26683154	ENSG00000072694
2214	GO:0009897	IDA	external side of plasma membrane	10706735|24942581	ENSG00000203747
2217	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000104870
2219	GO:0031232	IDA	extrinsic component of external side of plasma membrane	21037097	ENSG00000085265
2239	GO:0009897	IDA	external side of plasma membrane	10585884	ENSG00000076716
2239	GO:0009986	IBA	cell surface	21873635	ENSG00000076716
2243	GO:0009897	IDA	external side of plasma membrane	6777381	ENSG00000171560
2243	GO:0009986	IDA	cell surface	6777381	ENSG00000171560
2244	GO:0009897	IDA	external side of plasma membrane	6777381	ENSG00000171564
2244	GO:0009986	IDA	cell surface	6777381	ENSG00000171564
2253	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000107831
2255	GO:0009986	IDA	cell surface	16597614	ENSG00000070193
2255	GO:0009986	NAS	cell surface	11923311	ENSG00000070193
2261	GO:0009986	IEA	cell surface	-	ENSG00000068078
2262	GO:0009986	IBA	cell surface	21873635	ENSG00000179399
2263	GO:0009986	IDA	cell surface	16597614	ENSG00000066468
2266	GO:0009897	IDA	external side of plasma membrane	6777381	ENSG00000171557
2266	GO:0009986	IDA	cell surface	6777381	ENSG00000171557
2323	GO:0009986	IBA	cell surface	21873635	ENSG00000090554
2323	GO:0031233	IEA	intrinsic component of external side of plasma membrane	-	ENSG00000090554
2346	GO:0009986	IDA	cell surface	12949938	ENSG00000086205
2348	GO:0009986	HDA	cell surface	19581412	ENSG00000110195
2348	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000110195
2348	GO:0031362	IDA	anchored component of external side of plasma membrane	2527252|8033114	ENSG00000110195
2350	GO:0009986	IDA	cell surface	25015955	ENSG00000165457
2350	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000165457
2350	GO:0031362	IDA	anchored component of external side of plasma membrane	4066659	ENSG00000165457
2352	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000110203
2515	GO:0009986	IEA	cell surface	-	ENSG00000104755
2526	GO:0009986	IEA	cell surface	-	ENSG00000196371
2615	GO:0009986	IDA	cell surface	19651619|19750484	ENSG00000137507
2674	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000151892
2675	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000168546
2676	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000146013
2683	GO:0009897	IDA	external side of plasma membrane	3917437	ENSG00000086062
2690	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000112964
2690	GO:0009986	IDA	cell surface	8137822	ENSG00000112964
2692	GO:0009986	IDA	cell surface	1333056	ENSG00000106128
2693	GO:0009986	IDA	cell surface	8688086	ENSG00000121853
2719	GO:0009986	IBA	cell surface	21873635	ENSG00000147257
2741	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000145888
2806	GO:0009986	IEA	cell surface	-	ENSG00000125166
2811	GO:0009986	HDA	cell surface	23382103	ENSG00000185245
2811	GO:0031362	IBA	anchored component of external side of plasma membrane	21873635	ENSG00000185245
2811	GO:0031362	IDA	anchored component of external side of plasma membrane	19443707	ENSG00000185245
2817	GO:0009986	IBA	cell surface	21873635	ENSG00000063660
2826	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000184451
2826	GO:0009986	IDA	cell surface	18308860	ENSG00000184451
2829	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000173578
2833	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000186810
2890	GO:0009986	ISS	cell surface	-	ENSG00000155511
2891	GO:0009897	TAS	external side of plasma membrane	21221849	ENSG00000120251
2902	GO:0009986	ISS	cell surface	17526495	ENSG00000176884
2903	GO:0009986	ISS	cell surface	-	ENSG00000183454
2904	GO:0009986	ISS	cell surface	17526495	ENSG00000273079
2923	GO:0009986	IBA	cell surface	21873635	ENSG00000167004
2923	GO:0009986	IDA	cell surface	19995400	ENSG00000167004
2936	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000104687
3024	GO:0009986	IEA	cell surface	-	ENSG00000124610
3077	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000010704
3077	GO:0009897	IDA	external side of plasma membrane	24904118	ENSG00000010704
3105	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000206503
3105	GO:0009986	ISS	cell surface	-	ENSG00000206503
3106	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000234745
3106	GO:0009986	ISS	cell surface	-	ENSG00000234745
3107	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000204525
3107	GO:0009986	ISS	cell surface	-	ENSG00000204525
3108	GO:0009986	IDA	cell surface	22247549	ENSG00000204257
3113	GO:0009986	IMP	cell surface	20356827	ENSG00000231389
3115	GO:0009986	IMP	cell surface	20356827	ENSG00000223865
3122	GO:0009986	IDA	cell surface	21502329	ENSG00000204287
3123	GO:0009986	IDA	cell surface	21502329	ENSG00000196126
3133	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000204592
3133	GO:0009986	IDA	cell surface	9754572|12411439|25631937	ENSG00000204592
3134	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000204642
3134	GO:0009986	IDA	cell surface	20865824	ENSG00000204642
3135	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000204632
3136	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3136	GO:0009986	IMP	cell surface	9162021	NA
3140	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000153029
3146	GO:0009986	IDA	cell surface	19841752	ENSG00000189403
3161	GO:0009986	IEA	cell surface	-	ENSG00000072571
3192	GO:0009986	IDA	cell surface	7993898	ENSG00000153187
3249	GO:0009986	IDA	cell surface	8346233|16908524	ENSG00000105707
3273	GO:0009986	IDA	cell surface	15220341	ENSG00000113905
3306	GO:0009986	IEA	cell surface	-	ENSG00000126803
3309	GO:0009986	IEA	cell surface	-	ENSG00000044574
3320	GO:0009986	IBA	cell surface	21873635	ENSG00000080824
3321	GO:0009986	HDA	cell surface	19581412	ENSG00000143061
3323	GO:0009986	IBA	cell surface	21873635	NA
3324	GO:0009986	IBA	cell surface	21873635	NA
3326	GO:0009986	IBA	cell surface	21873635	ENSG00000096384
3327	GO:0009986	IBA	cell surface	21873635	NA
3329	GO:0009986	IDA	cell surface	9243807|10663613|11807771	ENSG00000144381
3383	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000090339
3383	GO:0009986	HDA	cell surface	19581412|23981064	ENSG00000090339
3416	GO:0009897	IDA	external side of plasma membrane	16511862	ENSG00000119912
3416	GO:0009986	IDA	cell surface	16511862|17055432	ENSG00000119912
3416	GO:0009986	ISS	cell surface	-	ENSG00000119912
3482	GO:0009986	IDA	cell surface	10900005	ENSG00000197081
3493	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3494	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3495	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3497	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3500	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3501	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3502	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3503	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3507	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3507	GO:0009986	IDA	cell surface	22427638	NA
3514	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3537	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3538	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3539	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3542	GO:0009897	IBA	external side of plasma membrane	21873635	NA
3543	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000128322
3554	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000115594
3559	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000134460
3560	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000100385
3560	GO:0009986	IDA	cell surface	15123770	ENSG00000100385
3561	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000147168
3561	GO:0009897	ISS	external side of plasma membrane	-	ENSG00000147168
3561	GO:0009986	IDA	cell surface	15123770	ENSG00000147168
3563	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000185291
3568	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000091181
3570	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000160712
3572	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000134352
3575	GO:0009897	IEA	external side of plasma membrane	-	ENSG00000168685
3577	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000163464
3579	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000180871
3579	GO:0009986	IDA	cell surface	10878382	ENSG00000180871
3590	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000137070
3592	GO:0009986	IEA	cell surface	-	ENSG00000168811
3593	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000113302
3594	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000096996
3595	GO:0009897	IBA	external side of plasma membrane	21873635	ENSG00000081985
